Virus,taxonomy,vir.class,Host genome,Host taxonomy,Main method,Confidence score,Additional methods,d,p,c,o,f,g,s,lifestyle
S_S44C13495,Caudoviricetes_unclassified_family,Caudoviricetes,S-TSR1-nonMP.7.rename,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas_E;s__,iPHoP-RF,83.6,None,d__Bacteria,c__Gammaproteobacteria,c__Gammaproteobacteria,o__Pseudomonadales,f__Pseudomonadaceae,g__Pseudomonas_E,s__,temperate
S_S44C13495,Caudoviricetes_unclassified_family,Caudoviricetes,A-TR17L-nonMP.6.rename,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas_E;s__,iPHoP-RF,80.6,None,d__Bacteria,c__Gammaproteobacteria,c__Gammaproteobacteria,o__Pseudomonadales,f__Pseudomonadaceae,g__Pseudomonas_E,s__,temperate
S_S44C13495,Caudoviricetes_unclassified_family,Caudoviricetes,S-TN6-nonMP.38.rename,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas_E;s__,iPHoP-RF,79.8,None,d__Bacteria,c__Gammaproteobacteria,c__Gammaproteobacteria,o__Pseudomonadales,f__Pseudomonadaceae,g__Pseudomonas_E,s__,temperate
S_S44C13495,Caudoviricetes_unclassified_family,Caudoviricetes,M-TN2-MP.15.rename,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas_E;s__,iPHoP-RF,77.5,None,d__Bacteria,c__Gammaproteobacteria,c__Gammaproteobacteria,o__Pseudomonadales,f__Pseudomonadaceae,g__Pseudomonas_E,s__,temperate
S_S44C1610,Schitoviridae,Caudoviricetes,A-TR12I-MP.6.semibin.rename,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Weeksellaceae;g__Chryseobacterium;s__,iPHoP-RF,87.9,None,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Flavobacteriales,f__Weeksellaceae,g__Chryseobacterium,s__,virulent
S_S44C1610,Schitoviridae,Caudoviricetes,M-TR12I-nonMP.4.rename,d__Bacteria;p__Firmicutes;c__Bacilli;o__RF39;f__UBA660;g__Onthocola_B;s__,iPHoP-RF,87.6,None,d__Bacteria,p__Firmicutes,c__Bacilli,o__RF39,f__UBA660,g__Onthocola_B,s__,virulent
S_S44C2,Caudoviricetes_unclassified_family,Caudoviricetes,A-IN2-nonMP.14.rename,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Janthinobacterium;s__,iPHoP-RF,77.8,None,d__Bacteria,c__Gammaproteobacteria,c__Gammaproteobacteria,o__Burkholderiales,f__Burkholderiaceae,g__Janthinobacterium,s__,temperate
S_S44C2,Caudoviricetes_unclassified_family,Caudoviricetes,S-YL4-nonMP.6.semibin.rename,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Janthinobacterium;s__,iPHoP-RF,77.8,None,d__Bacteria,c__Gammaproteobacteria,c__Gammaproteobacteria,o__Burkholderiales,f__Burkholderiaceae,g__Janthinobacterium,s__,temperate
S_S44C2655,Caudoviricetes_unclassified_family,Caudoviricetes,M-W-YL4.1.rename,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__;s__,iPHoP-RF,77.3,None,d__Bacteria,c__Alphaproteobacteria,c__Alphaproteobacteria,o__Rhodobacterales,f__Rhodobacteraceae,g__,s__,-
S_S44C27966,Caudoviricetes_unclassified_family,Caudoviricetes,M-TN2-MP.6.semibin.rename,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas_E;s__,iPHoP-RF,95.1,None,d__Bacteria,c__Gammaproteobacteria,c__Gammaproteobacteria,o__Pseudomonadales,f__Pseudomonadaceae,g__Pseudomonas_E,s__,virulent
S_S44C27966,Caudoviricetes_unclassified_family,Caudoviricetes,S-TN6-nonMP.38.rename,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas_E;s__,iPHoP-RF,94.4,None,d__Bacteria,c__Gammaproteobacteria,c__Gammaproteobacteria,o__Pseudomonadales,f__Pseudomonadaceae,g__Pseudomonas_E,s__,virulent
S_S44C27966,Caudoviricetes_unclassified_family,Caudoviricetes,S-TR17L-nonMP.12.rename,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas_E;s__,iPHoP-RF,91.4,None,d__Bacteria,c__Gammaproteobacteria,c__Gammaproteobacteria,o__Pseudomonadales,f__Pseudomonadaceae,g__Pseudomonas_E,s__,virulent
S_S44C27966,Caudoviricetes_unclassified_family,Caudoviricetes,A-TC2-nonMP.2.rename,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas_E;s__,iPHoP-RF,91.1,None,d__Bacteria,c__Gammaproteobacteria,c__Gammaproteobacteria,o__Pseudomonadales,f__Pseudomonadaceae,g__Pseudomonas_E,s__,virulent
S_S44C27966,Caudoviricetes_unclassified_family,Caudoviricetes,S-TR12I-MP.13.rename,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas_E;s__,iPHoP-RF,80.8,None,d__Bacteria,c__Gammaproteobacteria,c__Gammaproteobacteria,o__Pseudomonadales,f__Pseudomonadaceae,g__Pseudomonas_E,s__,virulent
S_S44C27966,Caudoviricetes_unclassified_family,Caudoviricetes,A-YL2-MP.9.rename,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas_E;s__,iPHoP-RF,79.5,None,d__Bacteria,c__Gammaproteobacteria,c__Gammaproteobacteria,o__Pseudomonadales,f__Pseudomonadaceae,g__Pseudomonas_E,s__,virulent
S_S44C27966,Caudoviricetes_unclassified_family,Caudoviricetes,M-TR19I-MP.0.semibin.rename,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas_E;s__,iPHoP-RF,75.7,None,d__Bacteria,c__Gammaproteobacteria,c__Gammaproteobacteria,o__Pseudomonadales,f__Pseudomonadaceae,g__Pseudomonas_E,s__,virulent
S_S44C27966,Caudoviricetes_unclassified_family,Caudoviricetes,A-TR17L-nonMP.6.rename,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas_E;s__,iPHoP-RF,75,None,d__Bacteria,c__Gammaproteobacteria,c__Gammaproteobacteria,o__Pseudomonadales,f__Pseudomonadaceae,g__Pseudomonas_E,s__,virulent
S_S44C4025,Caudoviricetes_unclassified_family,Caudoviricetes,S-TC2-nonMP.18.rename,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas_E;s__,iPHoP-RF,75.9,None,d__Bacteria,c__Gammaproteobacteria,c__Gammaproteobacteria,o__Pseudomonadales,f__Pseudomonadaceae,g__Pseudomonas_E,s__,virulent
S_S44C43121,Caudoviricetes_unclassified_family,Caudoviricetes,M-TN2-MP.6.semibin.rename,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas_E;s__,iPHoP-RF,82.8,None,d__Bacteria,c__Gammaproteobacteria,c__Gammaproteobacteria,o__Pseudomonadales,f__Pseudomonadaceae,g__Pseudomonas_E,s__,temperate
S_S44C43121,Caudoviricetes_unclassified_family,Caudoviricetes,A-YL2-MP.9.rename,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas_E;s__,iPHoP-RF,79.3,None,d__Bacteria,c__Gammaproteobacteria,c__Gammaproteobacteria,o__Pseudomonadales,f__Pseudomonadaceae,g__Pseudomonas_E,s__,temperate
S_S44C4900,Caudoviricetes_unclassified_family,Caudoviricetes,A-IN2-nonMP.7.semibin.rename,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Limnohabitans_A;s__,iPHoP-RF,94.4,None,d__Bacteria,c__Gammaproteobacteria,c__Gammaproteobacteria,o__Burkholderiales,f__Burkholderiaceae,g__Limnohabitans_A,s__,virulent
S_S44C4900,Caudoviricetes_unclassified_family,Caudoviricetes,A-TR12D-nonMP.2.rename,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Limnohabitans_A;s__,iPHoP-RF,93.1,None,d__Bacteria,c__Gammaproteobacteria,c__Gammaproteobacteria,o__Burkholderiales,f__Burkholderiaceae,g__Limnohabitans_A,s__,virulent
S_S44C4900,Caudoviricetes_unclassified_family,Caudoviricetes,S-TR12B-W.7.rename,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Limnohabitans_A;s__,iPHoP-RF,92.4,None,d__Bacteria,c__Gammaproteobacteria,c__Gammaproteobacteria,o__Burkholderiales,f__Burkholderiaceae,g__Limnohabitans_A,s__,virulent
S_S44C4900,Caudoviricetes_unclassified_family,Caudoviricetes,M-W-TR12D.2.rename,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Limnohabitans_A;s__,iPHoP-RF,88.9,None,d__Bacteria,c__Gammaproteobacteria,c__Gammaproteobacteria,o__Burkholderiales,f__Burkholderiaceae,g__Limnohabitans_A,s__,virulent
S_S44C4900,Caudoviricetes_unclassified_family,Caudoviricetes,A-YL4-nonMP.8.rename,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Giesbergeria;s__,iPHoP-RF,84.8,None,d__Bacteria,c__Gammaproteobacteria,c__Gammaproteobacteria,o__Burkholderiales,f__Burkholderiaceae,g__Giesbergeria,s__,virulent
S_S44C4900,Caudoviricetes_unclassified_family,Caudoviricetes,A-IN2-W.25.rename,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Limnohabitans_A;s__,iPHoP-RF,84.2,None,d__Bacteria,c__Gammaproteobacteria,c__Gammaproteobacteria,o__Burkholderiales,f__Burkholderiaceae,g__Limnohabitans_A,s__,virulent
S_S44C4900,Caudoviricetes_unclassified_family,Caudoviricetes,A-YL2-nonMP.30.rename,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Curvibacter;s__,iPHoP-RF,78,None,d__Bacteria,c__Gammaproteobacteria,c__Gammaproteobacteria,o__Burkholderiales,f__Burkholderiaceae,g__Curvibacter,s__,virulent
S_S44C4900,Caudoviricetes_unclassified_family,Caudoviricetes,S-TR19I-MP.0.semibin.rename,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Giesbergeria;s__,iPHoP-RF,76.6,None,d__Bacteria,c__Gammaproteobacteria,c__Gammaproteobacteria,o__Burkholderiales,f__Burkholderiaceae,g__Giesbergeria,s__,virulent
S_S45C14651,Caudoviricetes_unclassified_family,Caudoviricetes,M-TC2-MP.5.rename,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Flavobacterium;s__,iPHoP-RF,95.7,None,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Flavobacteriales,f__Flavobacteriaceae,g__Flavobacterium,s__,virulent
S_S45C14651,Caudoviricetes_unclassified_family,Caudoviricetes,A-YL4-nonMP.11.semibin.rename,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Flavobacterium;s__,iPHoP-RF,90.5,None,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Flavobacteriales,f__Flavobacteriaceae,g__Flavobacterium,s__,virulent
S_S45C14651,Caudoviricetes_unclassified_family,Caudoviricetes,A-TR12D-W.8.rename,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Flavobacterium;s__,iPHoP-RF,77.8,None,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Flavobacteriales,f__Flavobacteriaceae,g__Flavobacterium,s__,virulent
S_S4C1036,Caudoviricetes_unclassified_family,Caudoviricetes,M-DB2-nonMP.15.rename,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Flavobacterium;s__,iPHoP-RF,80,None,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Flavobacteriales,f__Flavobacteriaceae,g__Flavobacterium,s__,virulent
S_S4C1301_1,Caudoviricetes_unclassified_family,Caudoviricetes,M-YL2-MP.0.semibin.rename,d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Companilactobacillus;s__,iPHoP-RF,75.9,None,d__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Lactobacillaceae,g__Companilactobacillus,s__,-
S_S4C1362_1,Caudoviricetes_unclassified_family,Caudoviricetes,A-TR12I-MP.1.rename,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Flavobacterium;s__,iPHoP-RF,85.1,None,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Flavobacteriales,f__Flavobacteriaceae,g__Flavobacterium,s__,-
S_S4C1362_1,Caudoviricetes_unclassified_family,Caudoviricetes,A-YL4-MP.4.rename,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Flavobacterium;s__,iPHoP-RF,84.2,None,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Flavobacteriales,f__Flavobacteriaceae,g__Flavobacterium,s__,-
S_S4C1362_1,Caudoviricetes_unclassified_family,Caudoviricetes,A-TR12I-nonMP.21.rename,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Flavobacterium;s__,iPHoP-RF,83.3,None,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Flavobacteriales,f__Flavobacteriaceae,g__Flavobacterium,s__,-
S_S4C1362_1,Caudoviricetes_unclassified_family,Caudoviricetes,S-YL4-W.4.rename,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Flavobacterium;s__,iPHoP-RF,78.7,None,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Flavobacteriales,f__Flavobacteriaceae,g__Flavobacterium,s__,-
S_S4C1362_1,Caudoviricetes_unclassified_family,Caudoviricetes,F-TR17L-MP.1.rename,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Flavobacterium;s__,iPHoP-RF,77.1,None,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Flavobacteriales,f__Flavobacteriaceae,g__Flavobacterium,s__,-
S_S4C13941,Caudoviricetes_unclassified_family,Caudoviricetes,F-W-IN2.1.rename,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Moraxellaceae;g__Acinetobacter;s__,iPHoP-RF,97.1,None,d__Bacteria,c__Gammaproteobacteria,c__Gammaproteobacteria,o__Pseudomonadales,f__Moraxellaceae,g__Acinetobacter,s__,virulent
S_S4C13941,Caudoviricetes_unclassified_family,Caudoviricetes,M-TR12B-nonMP.0.semibin.rename,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Moraxellaceae;g__Acinetobacter;s__,iPHoP-RF,97.1,None,d__Bacteria,c__Gammaproteobacteria,c__Gammaproteobacteria,o__Pseudomonadales,f__Moraxellaceae,g__Acinetobacter,s__,virulent
S_S4C13941,Caudoviricetes_unclassified_family,Caudoviricetes,S-TR19I-MP.3.semibin.rename,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Moraxellaceae;g__Acinetobacter;s__,iPHoP-RF,97.1,None,d__Bacteria,c__Gammaproteobacteria,c__Gammaproteobacteria,o__Pseudomonadales,f__Moraxellaceae,g__Acinetobacter,s__,virulent
S_S4C13941,Caudoviricetes_unclassified_family,Caudoviricetes,M-KN5-nonMP.16.rename,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Moraxellaceae;g__Acinetobacter;s__,iPHoP-RF,94.7,None,d__Bacteria,c__Gammaproteobacteria,c__Gammaproteobacteria,o__Pseudomonadales,f__Moraxellaceae,g__Acinetobacter,s__,virulent
S_S4C13941,Caudoviricetes_unclassified_family,Caudoviricetes,M-TR12D-nonMP.9.rename,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Moraxellaceae;g__Acinetobacter;s__,iPHoP-RF,94.7,None,d__Bacteria,c__Gammaproteobacteria,c__Gammaproteobacteria,o__Pseudomonadales,f__Moraxellaceae,g__Acinetobacter,s__,virulent
S_S4C13941,Caudoviricetes_unclassified_family,Caudoviricetes,M-W-DB2.1.rename,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Moraxellaceae;g__Acinetobacter;s__,iPHoP-RF,94.7,None,d__Bacteria,c__Gammaproteobacteria,c__Gammaproteobacteria,o__Pseudomonadales,f__Moraxellaceae,g__Acinetobacter,s__,virulent
S_S4C13941,Caudoviricetes_unclassified_family,Caudoviricetes,M-YL4-nonMP.1.semibin.rename,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Moraxellaceae;g__Acinetobacter;s__,iPHoP-RF,94.7,None,d__Bacteria,c__Gammaproteobacteria,c__Gammaproteobacteria,o__Pseudomonadales,f__Moraxellaceae,g__Acinetobacter,s__,virulent
S_S4C13941,Caudoviricetes_unclassified_family,Caudoviricetes,S-KN5-MP.36.rename,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Moraxellaceae;g__Acinetobacter;s__,iPHoP-RF,75.2,None,d__Bacteria,c__Gammaproteobacteria,c__Gammaproteobacteria,o__Pseudomonadales,f__Moraxellaceae,g__Acinetobacter,s__,virulent
S_S4C16703,Caudoviricetes_unclassified_family,Caudoviricetes,M-W-DB2.1.rename,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Moraxellaceae;g__Acinetobacter;s__,iPHoP-RF,85.7,None,d__Bacteria,c__Gammaproteobacteria,c__Gammaproteobacteria,o__Pseudomonadales,f__Moraxellaceae,g__Acinetobacter,s__,virulent
S_S4C16703,Caudoviricetes_unclassified_family,Caudoviricetes,S-KN5-MP.36.rename,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Moraxellaceae;g__Acinetobacter;s__,iPHoP-RF,84.2,None,d__Bacteria,c__Gammaproteobacteria,c__Gammaproteobacteria,o__Pseudomonadales,f__Moraxellaceae,g__Acinetobacter,s__,virulent
S_S4C16703,Caudoviricetes_unclassified_family,Caudoviricetes,F-W-IN2.1.rename,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Moraxellaceae;g__Acinetobacter;s__,iPHoP-RF,78.3,None,d__Bacteria,c__Gammaproteobacteria,c__Gammaproteobacteria,o__Pseudomonadales,f__Moraxellaceae,g__Acinetobacter,s__,virulent
S_S4C17473,Caudoviricetes_unclassified_family,Caudoviricetes,M-W-DB2.1.rename,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Moraxellaceae;g__Acinetobacter;s__,iPHoP-RF,95.4,None,d__Bacteria,c__Gammaproteobacteria,c__Gammaproteobacteria,o__Pseudomonadales,f__Moraxellaceae,g__Acinetobacter,s__,temperate
S_S4C17473,Caudoviricetes_unclassified_family,Caudoviricetes,S-TR19I-MP.3.semibin.rename,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Moraxellaceae;g__Acinetobacter;s__,iPHoP-RF,95.1,None,d__Bacteria,c__Gammaproteobacteria,c__Gammaproteobacteria,o__Pseudomonadales,f__Moraxellaceae,g__Acinetobacter,s__,temperate
S_S4C17473,Caudoviricetes_unclassified_family,Caudoviricetes,M-KN5-nonMP.16.rename,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Moraxellaceae;g__Acinetobacter;s__,iPHoP-RF,93.1,None,d__Bacteria,c__Gammaproteobacteria,c__Gammaproteobacteria,o__Pseudomonadales,f__Moraxellaceae,g__Acinetobacter,s__,temperate
S_S4C17473,Caudoviricetes_unclassified_family,Caudoviricetes,M-YL4-nonMP.1.semibin.rename,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Moraxellaceae;g__Acinetobacter;s__,iPHoP-RF,93.1,None,d__Bacteria,c__Gammaproteobacteria,c__Gammaproteobacteria,o__Pseudomonadales,f__Moraxellaceae,g__Acinetobacter,s__,temperate
S_S4C17473,Caudoviricetes_unclassified_family,Caudoviricetes,M-TR12D-nonMP.9.rename,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Moraxellaceae;g__Acinetobacter;s__,iPHoP-RF,91.4,None,d__Bacteria,c__Gammaproteobacteria,c__Gammaproteobacteria,o__Pseudomonadales,f__Moraxellaceae,g__Acinetobacter,s__,temperate
S_S4C17473,Caudoviricetes_unclassified_family,Caudoviricetes,F-W-IN2.1.rename,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Moraxellaceae;g__Acinetobacter;s__,iPHoP-RF,88.2,None,d__Bacteria,c__Gammaproteobacteria,c__Gammaproteobacteria,o__Pseudomonadales,f__Moraxellaceae,g__Acinetobacter,s__,temperate
S_S4C1866,Caudoviricetes_unclassified_family,Caudoviricetes,S-TR19I-MP.3.semibin.rename,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Moraxellaceae;g__Acinetobacter;s__,iPHoP-RF,96.1,None,d__Bacteria,c__Gammaproteobacteria,c__Gammaproteobacteria,o__Pseudomonadales,f__Moraxellaceae,g__Acinetobacter,s__,virulent
S_S4C1866,Caudoviricetes_unclassified_family,Caudoviricetes,M-W-DB2.1.rename,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Moraxellaceae;g__Acinetobacter;s__,iPHoP-RF,94.7,None,d__Bacteria,c__Gammaproteobacteria,c__Gammaproteobacteria,o__Pseudomonadales,f__Moraxellaceae,g__Acinetobacter,s__,virulent
S_S4C1866,Caudoviricetes_unclassified_family,Caudoviricetes,M-KN5-nonMP.16.rename,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Moraxellaceae;g__Acinetobacter;s__,iPHoP-RF,91.8,None,d__Bacteria,c__Gammaproteobacteria,c__Gammaproteobacteria,o__Pseudomonadales,f__Moraxellaceae,g__Acinetobacter,s__,virulent
S_S4C1866,Caudoviricetes_unclassified_family,Caudoviricetes,M-TR12D-nonMP.9.rename,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Moraxellaceae;g__Acinetobacter;s__,iPHoP-RF,91.8,None,d__Bacteria,c__Gammaproteobacteria,c__Gammaproteobacteria,o__Pseudomonadales,f__Moraxellaceae,g__Acinetobacter,s__,virulent
S_S4C1866,Caudoviricetes_unclassified_family,Caudoviricetes,M-YL4-nonMP.1.semibin.rename,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Moraxellaceae;g__Acinetobacter;s__,iPHoP-RF,91.8,None,d__Bacteria,c__Gammaproteobacteria,c__Gammaproteobacteria,o__Pseudomonadales,f__Moraxellaceae,g__Acinetobacter,s__,virulent
S_S4C1866,Caudoviricetes_unclassified_family,Caudoviricetes,S-KN5-MP.36.rename,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Moraxellaceae;g__Acinetobacter;s__,iPHoP-RF,87.9,None,d__Bacteria,c__Gammaproteobacteria,c__Gammaproteobacteria,o__Pseudomonadales,f__Moraxellaceae,g__Acinetobacter,s__,virulent
S_S4C1866,Caudoviricetes_unclassified_family,Caudoviricetes,F-W-IN2.1.rename,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Moraxellaceae;g__Acinetobacter;s__,iPHoP-RF,80.8,None,d__Bacteria,c__Gammaproteobacteria,c__Gammaproteobacteria,o__Pseudomonadales,f__Moraxellaceae,g__Acinetobacter,s__,virulent
S_S4C1866,Caudoviricetes_unclassified_family,Caudoviricetes,M-TR12B-nonMP.0.semibin.rename,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Moraxellaceae;g__Acinetobacter;s__,iPHoP-RF,79,None,d__Bacteria,c__Gammaproteobacteria,c__Gammaproteobacteria,o__Pseudomonadales,f__Moraxellaceae,g__Acinetobacter,s__,virulent
S_S4C20070,Caudoviricetes_unclassified_family,Caudoviricetes,S-KN5-MP.8.semibin.rename,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Escherichia;s__,iPHoP-RF,90.5,None,d__Bacteria,c__Gammaproteobacteria,c__Gammaproteobacteria,o__Enterobacterales,f__Enterobacteriaceae,g__Escherichia,s__,virulent
S_S4C20070,Caudoviricetes_unclassified_family,Caudoviricetes,M-YL4-MP.2.semibin.rename,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Escherichia;s__,iPHoP-RF,84.2,None,d__Bacteria,c__Gammaproteobacteria,c__Gammaproteobacteria,o__Enterobacterales,f__Enterobacteriaceae,g__Escherichia,s__,virulent
